Theta [deg.],Phi   [deg.],Abs(RCS )[dB(nm^2)],Abs(Theta)[dB(nm^2)],Phase(Theta)[deg.],Abs(Phi  )[dB(nm^2)],Phase(Phi  )[deg.],Ax.Ratio[dB    ]
6,327,9.38E+01,9.23E+01,327.197,8.85E+01,326.388,4.00E+01
9,327,9.08E+01,8.93E+01,262.011,8.54E+01,262.78,4.00E+01
12,327,8.80E+01,8.64E+01,132.759,8.27E+01,132.396,4.00E+01
15,327,7.97E+01,7.83E+01,30.523,7.41E+01,29.466,4.00E+01
18,327,8.11E+01,7.96E+01,292.449,7.58E+01,293.861,3.90E+01
21,327,7.82E+01,7.66E+01,150.377,7.30E+01,148.344,3.58E+01
24,327,7.09E+01,6.97E+01,55.738,6.49E+01,55.974,4.00E+01
27,327,7.45E+01,7.29E+01,301.26,6.94E+01,302.659,3.90E+01
30,327,7.12E+01,6.95E+01,154.974,6.61E+01,149.723,2.74E+01
33,327,6.56E+01,6.44E+01,70.066,5.94E+01,73.935,3.08E+01
36,327,6.98E+01,6.81E+01,301.617,6.50E+01,301.854,4.00E+01
39,327,6.54E+01,6.38E+01,157.225,6.05E+01,146.185,2.09E+01
42,327,6.29E+01,6.15E+01,77.911,5.72E+01,85.05,2.52E+01
45,327,6.61E+01,6.42E+01,297.51,6.18E+01,294.549,3.21E+01
48,327,6.01E+01,5.86E+01,165.353,5.48E+01,145.69,1.61E+01
51,327,6.20E+01,6.02E+01,78.524,5.72E+01,84.261,2.65E+01
54,327,6.28E+01,6.05E+01,294.49,5.89E+01,284.62,2.14E+01
57,327,5.64E+01,5.55E+01,188.441,4.93E+01,176.06,2.14E+01
60,327,6.13E+01,5.89E+01,75.731,5.76E+01,75.402,4.00E+01
63,327,5.87E+01,5.64E+01,300.399,5.49E+01,278.121,1.43E+01
66,327,5.74E+01,5.56E+01,206.699,5.28E+01,214.158,2.42E+01
69,327,5.97E+01,5.65E+01,76.272,5.68E+01,64.486,1.97E+01
72,327,5.48E+01,5.35E+01,326.746,4.89E+01,313.116,1.97E+01
75,327,5.85E+01,5.49E+01,214.474,5.60E+01,213.59,4.00E+01
78,327,5.54E+01,5.29E+01,94.843,5.18E+01,68.198,1.26E+01
81,327,5.62E+01,5.26E+01,348.58,5.37E+01,0.215,1.99E+01
84,327,5.55E+01,5.15E+01,231.55,5.34E+01,210.386,1.48E+01
87,327,5.34E+01,5.03E+01,119.894,5.05E+01,145.11,1.30E+01
90,327,5.44E+01,4.86E+01,8.534,5.30E+01,359.466,2.31E+01
93,327,5.03E+01,4.80E+01,249.531,4.63E+01,293.865,8.03E+00
96,327,5.18E+01,4.43E+01,135.067,5.10E+01,150.659,1.97E+01
99,327,4.72E+01,4.63E+01,15.633,3.97E+01,108.957,6.64E+00
102,327,4.75E+01,4.15E+01,243.07,4.63E+01,297.547,7.72E+00
105,327,4.71E+01,4.60E+01,146.111,4.05E+01,344.472,1.76E+01
108,327,4.31E+01,4.08E+01,4.516,3.92E+01,35.168,1.14E+01
111,327,4.86E+01,4.56E+01,289.563,4.55E+01,166.759,5.27E+00
114,327,4.60E+01,3.43E+01,127.109,4.57E+01,139.424,2.54E+01
117,327,4.69E+01,4.22E+01,70.031,4.51E+01,337.316,2.94E+00
120,327,4.87E+01,3.83E+01,173.803,4.82E+01,294.642,1.16E+01
123,327,4.27E+01,4.22E+01,158.143,3.31E+01,162.843,3.19E+01
126,327,4.57E+01,4.07E+01,332.923,4.41E+01,84.049,4.76E+00
129,327,4.81E+01,4.73E+01,295.988,4.01E+01,131.145,2.03E+01
132,327,4.40E+01,3.43E+01,250.376,4.35E+01,144.974,9.59E+00
135,327,4.30E+01,4.20E+01,78.742,3.64E+01,344.901,5.66E+00
138,327,4.79E+01,4.09E+01,93.945,4.70E+01,290.586,1.87E+01
141,327,4.71E+01,4.52E+01,125.592,4.24E+01,256.277,7.44E+00
144,327,4.27E+01,4.18E+01,110.049,3.55E+01,0.812,7.08E+00
147,327,3.95E+01,3.63E+01,280.479,3.67E+01,345.824,3.87E+00
150,327,4.48E+01,4.28E+01,259.536,4.04E+01,135.746,5.99E+00
153,327,4.77E+01,4.38E+01,273.925,4.55E+01,93.941,4.00E+01
156,327,4.88E+01,4.73E+01,283.266,4.33E+01,66.88,1.08E+01
159,327,4.59E+01,4.44E+01,268.655,4.04E+01,123.35,1.12E+01
162,327,4.28E+01,3.92E+01,251.326,4.04E+01,107.941,9.72E+00
165,327,4.55E+01,4.43E+01,293.441,3.92E+01,58.345,7.88E+00
168,327,4.73E+01,4.57E+01,340.681,4.21E+01,166.204,2.71E+01
171,327,5.19E+01,5.02E+01,60.759,4.72E+01,217.739,1.44E+01
174,327,5.36E+01,5.14E+01,99.587,4.94E+01,289.586,2.14E+01
177,327,5.01E+01,4.73E+01,189.006,4.70E+01,352.011,1.65E+01
180,327,5.30E+01,5.14E+01,236.999,4.77E+01,56.999,4.00E+01
0,330,1.09E+02,1.08E+02,93.258,1.03E+02,93.258,4.00E+01
3,330,1.04E+02,1.03E+02,81.917,9.77E+01,82.163,4.00E+01
6,330,9.38E+01,9.26E+01,327.351,8.78E+01,326.545,4.00E+01
9,330,9.08E+01,8.96E+01,262.249,8.47E+01,263.021,4.00E+01
12,330,8.79E+01,8.67E+01,132.705,8.19E+01,132.34,4.00E+01
15,330,7.97E+01,7.86E+01,30.513,7.33E+01,29.458,4.00E+01
18,330,8.11E+01,7.99E+01,292.262,7.51E+01,293.677,3.94E+01
21,330,7.82E+01,7.69E+01,150.364,7.22E+01,148.343,3.63E+01
24,330,7.10E+01,7.00E+01,55.664,6.42E+01,55.892,4.00E+01
27,330,7.45E+01,7.32E+01,301.368,6.87E+01,302.739,3.96E+01
30,330,7.12E+01,6.98E+01,154.951,6.54E+01,149.705,2.79E+01
33,330,6.57E+01,6.47E+01,70.099,5.87E+01,73.964,3.14E+01
36,330,6.98E+01,6.83E+01,301.713,6.42E+01,301.902,4.00E+01
39,330,6.54E+01,6.40E+01,157.145,5.98E+01,146.149,2.14E+01
42,330,6.30E+01,6.18E+01,77.939,5.65E+01,85,2.58E+01
45,330,6.61E+01,6.44E+01,297.615,6.10E+01,294.633,3.24E+01
48,330,6.01E+01,5.89E+01,166.079,5.40E+01,146.195,1.65E+01
51,330,6.19E+01,6.05E+01,79.095,5.65E+01,84.567,2.73E+01
54,330,6.26E+01,6.07E+01,294.459,5.81E+01,284.586,2.17E+01
57,330,5.64E+01,5.57E+01,188.432,4.85E+01,176.007,2.20E+01
60,330,6.12E+01,5.91E+01,75.626,5.68E+01,75.365,4.00E+01
63,330,5.86E+01,5.66E+01,300.091,5.41E+01,277.849,1.45E+01
66,330,5.73E+01,5.58E+01,206.601,5.20E+01,214.129,2.45E+01
69,330,5.94E+01,5.68E+01,76.059,5.61E+01,64.303,1.98E+01
72,330,5.48E+01,5.38E+01,326.493,4.81E+01,312.644,2.01E+01
75,330,5.82E+01,5.52E+01,214.279,5.52E+01,213.46,4.00E+01
78,330,5.53E+01,5.32E+01,94.639,5.11E+01,68.01,1.28E+01
81,330,5.59E+01,5.29E+01,348.408,5.29E+01,0.125,1.98E+01
84,330,5.52E+01,5.18E+01,231.405,5.26E+01,210.301,1.46E+01
87,330,5.32E+01,5.06E+01,119.731,4.98E+01,144.913,1.31E+01
90,330,5.39E+01,4.89E+01,8.389,5.23E+01,359.483,2.28E+01
93,330,5.02E+01,4.83E+01,249.45,4.56E+01,293.859,8.35E+00
96,330,5.13E+01,4.46E+01,135.05,5.02E+01,150.695,1.90E+01
99,330,4.72E+01,4.65E+01,15.522,3.90E+01,108.584,7.55E+00
102,330,4.70E+01,4.17E+01,242.952,4.55E+01,297.798,6.99E+00
105,330,4.72E+01,4.63E+01,145.786,3.97E+01,344.034,1.83E+01
108,330,4.29E+01,4.11E+01,4.179,3.84E+01,35.377,1.16E+01
111,330,4.84E+01,4.59E+01,289.323,4.48E+01,166.335,5.42E+00
114,330,4.53E+01,3.46E+01,126.37,4.49E+01,139.114,2.43E+01
117,330,4.65E+01,4.24E+01,70.197,4.44E+01,337.361,2.00E+00
120,330,4.80E+01,3.86E+01,174.88,4.75E+01,294.687,1.04E+01
123,330,4.28E+01,4.23E+01,158.55,3.26E+01,160.95,3.82E+01
126,330,4.54E+01,4.11E+01,332.843,4.34E+01,84.314,4.04E+00
129,330,4.82E+01,4.75E+01,295.899,3.94E+01,131.174,2.09E+01
132,330,4.34E+01,3.45E+01,249.989,4.28E+01,144.917,8.71E+00
135,330,4.31E+01,4.23E+01,78.693,3.57E+01,344.475,6.64E+00
138,330,4.74E+01,4.12E+01,94,4.62E+01,290.444,1.82E+01
141,330,4.70E+01,4.55E+01,125.285,4.16E+01,255.876,7.96E+00
144,330,4.28E+01,4.21E+01,109.544,3.48E+01,0.91,7.97E+00
147,330,3.93E+01,3.66E+01,280.374,3.59E+01,345.428,3.97E+00
150,330,4.47E+01,4.31E+01,259.446,3.97E+01,135.614,6.52E+00
153,330,4.74E+01,4.41E+01,274.327,4.47E+01,93.951,4.00E+01
156,330,4.88E+01,4.76E+01,283.139,4.25E+01,66.71,1.14E+01
159,330,4.59E+01,4.47E+01,268.062,3.96E+01,123.181,1.17E+01
162,330,4.26E+01,3.96E+01,249.355,3.97E+01,106.805,9.40E+00
165,330,4.55E+01,4.46E+01,293.233,3.85E+01,58.16,8.62E+00
168,330,4.73E+01,4.60E+01,340.459,4.14E+01,166.082,2.73E+01
171,330,5.19E+01,5.04E+01,60.919,4.64E+01,217.795,1.47E+01
174,330,5.35E+01,5.17E+01,100.179,4.87E+01,290.034,2.18E+01
177,330,5.00E+01,4.76E+01,189.023,4.63E+01,352.073,1.66E+01
180,330,5.30E+01,5.17E+01,236.999,4.69E+01,56.999,4.00E+01
0,333,1.09E+02,1.08E+02,93.258,1.02E+02,93.258,4.00E+01
3,333,1.04E+02,1.03E+02,81.903,9.69E+01,82.149,4.00E+01
6,333,9.39E+01,9.29E+01,327.522,8.70E+01,326.719,4.00E+01
9,333,9.08E+01,8.98E+01,262.459,8.38E+01,263.236,4.00E+01
12,333,8.79E+01,8.69E+01,132.765,8.11E+01,132.398,4.00E+01
15,333,7.97E+01,7.88E+01,30.619,7.25E+01,29.566,4.00E+01
18,333,8.11E+01,8.01E+01,292.052,7.42E+01,293.471,4.00E+01
21,333,7.82E+01,7.71E+01,150.31,7.14E+01,148.302,3.69E+01
24,333,7.11E+01,7.03E+01,55.567,6.34E+01,55.804,4.00E+01
27,333,7.45E+01,7.35E+01,301.375,6.78E+01,302.735,4.00E+01
30,333,7.11E+01,7.01E+01,154.99,6.45E+01,149.747,2.85E+01
33,333,6.57E+01,6.50E+01,70.081,5.79E+01,73.95,3.21E+01
36,333,6.97E+01,6.86E+01,301.805,6.34E+01,301.948,4.00E+01
39,333,6.54E+01,6.43E+01,157.221,5.89E+01,146.211,2.19E+01
42,333,6.30E+01,6.21E+01,77.981,5.57E+01,84.958,2.65E+01
45,333,6.60E+01,6.47E+01,297.979,6.02E+01,294.859,3.24E+01
48,333,6.00E+01,5.90E+01,166.421,5.31E+01,146.294,1.70E+01
51,333,6.18E+01,6.06E+01,79.223,5.55E+01,84.729,2.78E+01
54,333,6.25E+01,6.09E+01,294.017,5.73E+01,284.262,2.21E+01
57,333,5.65E+01,5.59E+01,188.029,4.77E+01,175.615,2.28E+01
60,333,6.10E+01,5.94E+01,75.415,5.60E+01,75.374,4.00E+01
63,333,5.84E+01,5.68E+01,299.874,5.33E+01,277.588,1.49E+01
66,333,5.73E+01,5.61E+01,206.341,5.11E+01,213.964,2.49E+01
69,333,5.92E+01,5.70E+01,75.877,5.52E+01,64.214,2.00E+01
72,333,5.48E+01,5.40E+01,326.128,4.73E+01,311.992,2.06E+01
75,333,5.80E+01,5.54E+01,214.014,5.44E+01,213.31,4.00E+01
78,333,5.51E+01,5.34E+01,94.263,5.03E+01,67.506,1.31E+01
81,333,5.57E+01,5.31E+01,348.121,5.21E+01,359.849,1.98E+01
84,333,5.49E+01,5.20E+01,231.046,5.18E+01,209.991,1.46E+01
87,333,5.30E+01,5.08E+01,119.42,4.89E+01,144.427,1.33E+01
90,333,5.35E+01,4.91E+01,7.936,5.15E+01,359.24,2.27E+01
93,333,5.01E+01,4.86E+01,249.146,4.48E+01,293.219,8.93E+00
96,333,5.07E+01,4.49E+01,134.552,4.94E+01,150.39,1.83E+01
99,333,4.74E+01,4.68E+01,15.189,3.82E+01,107.355,8.62E+00
102,333,4.66E+01,4.21E+01,242.665,4.47E+01,297.813,6.32E+00
105,333,4.72E+01,4.66E+01,145.525,3.88E+01,343.934,1.90E+01
108,333,4.29E+01,4.14E+01,4.158,3.75E+01,35.56,1.20E+01
111,333,4.82E+01,4.61E+01,289.258,4.39E+01,166.317,5.77E+00
114,333,4.46E+01,3.49E+01,125.365,4.41E+01,139.072,2.26E+01
117,333,4.62E+01,4.27E+01,69.792,4.36E+01,337.155,9.78E-01
120,333,4.73E+01,3.87E+01,175.155,4.66E+01,294.658,9.50E+00
123,333,4.28E+01,4.24E+01,157.993,3.18E+01,160.455,3.87E+01
126,333,4.50E+01,4.15E+01,333.461,4.25E+01,84.33,3.41E+00
129,333,4.83E+01,4.78E+01,295.724,3.85E+01,130.897,2.18E+01
132,333,4.26E+01,3.46E+01,249.741,4.19E+01,144.766,7.69E+00
135,333,4.32E+01,4.26E+01,78.128,3.49E+01,343.892,7.72E+00
138,333,4.68E+01,4.14E+01,94.01,4.54E+01,290.33,1.78E+01
141,333,4.69E+01,4.58E+01,125.472,4.07E+01,255.837,8.64E+00
144,333,4.29E+01,4.23E+01,109.491,3.40E+01,1.01,8.93E+00
147,333,3.91E+01,3.69E+01,279.905,3.51E+01,345.128,4.31E+00
150,333,4.47E+01,4.34E+01,258.611,3.89E+01,135.083,7.24E+00
153,333,4.71E+01,4.43E+01,274.348,4.39E+01,93.758,4.00E+01
156,333,4.88E+01,4.79E+01,283.284,4.17E+01,66.715,1.21E+01
159,333,4.59E+01,4.50E+01,267.938,3.88E+01,123.447,1.23E+01
162,333,4.25E+01,4.00E+01,246.929,3.88E+01,105.349,9.26E+00
165,333,4.56E+01,4.48E+01,292.529,3.77E+01,57.419,9.41E+00
168,333,4.73E+01,4.63E+01,340.113,4.06E+01,165.937,2.76E+01
171,333,5.19E+01,5.07E+01,61.053,4.56E+01,217.832,1.53E+01
174,333,5.34E+01,5.20E+01,100.831,4.79E+01,290.524,2.24E+01
177,333,4.98E+01,4.79E+01,189.035,4.55E+01,352.136,1.69E+01
180,333,5.30E+01,5.20E+01,236.999,4.61E+01,56.999,4.00E+01
0,336,1.09E+02,1.08E+02,93.258,1.01E+02,93.258,4.00E+01
3,336,1.04E+02,1.03E+02,81.887,9.59E+01,82.133,4.00E+01
6,336,9.39E+01,9.31E+01,327.699,8.60E+01,326.9,4.00E+01
9,336,9.08E+01,9.00E+01,262.619,8.29E+01,263.398,4.00E+01
12,336,8.80E+01,8.72E+01,132.95,8.02E+01,132.582,4.00E+01
15,336,7.97E+01,7.90E+01,30.789,7.15E+01,29.738,4.00E+01
18,336,8.11E+01,8.03E+01,291.932,7.33E+01,293.348,4.00E+01
21,336,7.81E+01,7.73E+01,150.242,7.04E+01,148.241,3.77E+01
24,336,7.11E+01,7.05E+01,55.5,6.24E+01,55.751,4.00E+01
27,336,7.45E+01,7.37E+01,301.34,6.69E+01,302.702,4.00E+01
30,336,7.11E+01,7.03E+01,155.08,6.36E+01,149.823,2.91E+01
33,336,6.58E+01,6.52E+01,70.092,5.69E+01,73.957,3.29E+01
36,336,6.97E+01,6.88E+01,301.812,6.24E+01,301.949,4.00E+01
39,336,6.53E+01,6.45E+01,157.478,5.79E+01,146.362,2.25E+01
42,336,6.30E+01,6.23E+01,78.263,5.47E+01,85.186,2.74E+01
45,336,6.59E+01,6.48E+01,298.144,5.92E+01,294.938,3.28E+01
48,336,5.99E+01,5.91E+01,165.655,5.21E+01,145.593,1.77E+01
51,336,6.17E+01,6.08E+01,78.658,5.46E+01,84.472,2.80E+01
54,336,6.24E+01,6.11E+01,293.695,5.63E+01,284.05,2.28E+01
57,336,5.66E+01,5.61E+01,187.494,4.67E+01,174.941,2.36E+01
60,336,6.09E+01,5.96E+01,75.215,5.50E+01,75.206,4.00E+01
63,336,5.83E+01,5.71E+01,299.69,5.23E+01,277.557,1.55E+01
66,336,5.72E+01,5.62E+01,206.1,5.02E+01,213.808,2.54E+01
69,336,5.90E+01,5.72E+01,75.7,5.43E+01,64.118,2.04E+01
72,336,5.48E+01,5.42E+01,325.9,4.62E+01,311.887,2.15E+01
75,336,5.77E+01,5.57E+01,213.783,5.34E+01,213.13,4.00E+01
78,336,5.50E+01,5.36E+01,94.001,4.93E+01,67.215,1.36E+01
81,336,5.54E+01,5.34E+01,347.824,5.11E+01,359.656,2.00E+01
84,336,5.46E+01,5.22E+01,230.745,5.09E+01,209.735,1.48E+01
87,336,5.28E+01,5.11E+01,119.121,4.79E+01,144.063,1.37E+01
90,336,5.30E+01,4.93E+01,7.544,5.05E+01,359.035,2.27E+01
93,336,4.99E+01,4.88E+01,248.854,4.37E+01,292.744,9.70E+00
96,336,5.01E+01,4.51E+01,133.949,4.85E+01,150.072,1.76E+01
99,336,4.74E+01,4.70E+01,14.797,3.71E+01,106.553,9.92E+00
102,336,4.61E+01,4.23E+01,242.104,4.38E+01,297.423,5.82E+00
105,336,4.73E+01,4.68E+01,145.25,3.78E+01,344.325,1.96E+01
108,336,4.28E+01,4.16E+01,3.638,3.67E+01,35.353,1.25E+01
111,336,4.80E+01,4.63E+01,289.167,4.30E+01,166.615,6.31E+00
114,336,4.38E+01,3.52E+01,124.462,4.31E+01,139.496,2.09E+01
117,336,4.58E+01,4.29E+01,69.734,4.26E+01,336.738,5.47E-01
120,336,4.65E+01,3.89E+01,174.54,4.57E+01,294.324,8.54E+00
123,336,4.30E+01,4.27E+01,157.056,3.08E+01,162.158,3.35E+01
126,336,4.45E+01,4.15E+01,333.468,4.15E+01,83.976,3.18E+00
129,336,4.84E+01,4.80E+01,295.309,3.75E+01,130.535,2.28E+01
132,336,4.19E+01,3.49E+01,249.667,4.09E+01,144.631,6.50E+00
135,336,4.33E+01,4.28E+01,78.147,3.40E+01,343.355,8.85E+00
138,336,4.62E+01,4.16E+01,94.211,4.44E+01,290.253,1.75E+01
141,336,4.69E+01,4.60E+01,125.696,3.97E+01,255.875,9.49E+00
144,336,4.30E+01,4.25E+01,109.894,3.32E+01,0.915,9.98E+00
147,336,3.89E+01,3.72E+01,279.988,3.41E+01,344.86,5.08E+00
150,336,4.47E+01,4.37E+01,258.021,3.79E+01,134.708,8.12E+00
153,336,4.68E+01,4.45E+01,274.202,4.29E+01,93.505,4.00E+01
156,336,4.88E+01,4.81E+01,283.604,4.07E+01,66.795,1.29E+01
159,336,4.59E+01,4.52E+01,268.742,3.79E+01,124.457,1.30E+01
162,336,4.23E+01,4.04E+01,245.327,3.79E+01,104.29,9.47E+00
165,336,4.56E+01,4.50E+01,291.664,3.69E+01,56.388,1.03E+01
168,336,4.73E+01,4.65E+01,339.657,3.96E+01,165.792,2.79E+01
171,336,5.18E+01,5.09E+01,61.147,4.47E+01,217.845,1.59E+01
174,336,5.34E+01,5.22E+01,101.508,4.69E+01,291.03,2.31E+01
177,336,4.97E+01,4.81E+01,189.043,4.45E+01,352.2,1.73E+01
180,336,5.30E+01,5.22E+01,236.999,4.52E+01,56.999,4.00E+01
0,339,1.09E+02,1.08E+02,93.258,1.00E+02,93.258,4.00E+01
3,339,1.04E+02,1.03E+02,81.871,9.48E+01,82.117,4.00E+01
6,339,9.39E+01,9.33E+01,327.875,8.50E+01,327.08,4.00E+01
9,339,9.08E+01,9.02E+01,262.714,8.18E+01,263.495,4.00E+01
12,339,8.80E+01,8.74E+01,133.243,7.91E+01,132.874,4.00E+01
15,339,7.97E+01,7.92E+01,30.945,7.03E+01,29.894,4.00E+01
18,339,8.11E+01,8.05E+01,291.986,7.21E+01,293.393,4.00E+01
21,339,7.81E+01,7.75E+01,150.213,6.93E+01,148.209,3.85E+01
24,339,7.11E+01,7.06E+01,55.485,6.13E+01,55.744,4.00E+01
27,339,7.45E+01,7.39E+01,301.384,6.58E+01,302.749,4.00E+01
30,339,7.11E+01,7.05E+01,155.193,6.25E+01,149.904,3.00E+01
33,339,6.58E+01,6.53E+01,70.261,5.57E+01,74.1,3.40E+01
36,339,6.97E+01,6.90E+01,301.845,6.13E+01,301.978,4.00E+01
39,339,6.52E+01,6.46E+01,157.597,5.68E+01,146.375,2.33E+01
42,339,6.29E+01,6.24E+01,78.612,5.35E+01,85.557,2.83E+01
45,339,6.57E+01,6.49E+01,297.737,5.80E+01,294.652,3.39E+01
48,339,5.99E+01,5.93E+01,164.415,5.11E+01,144.689,1.88E+01
51,339,6.17E+01,6.10E+01,78.117,5.35E+01,84.038,2.87E+01
54,339,6.23E+01,6.13E+01,293.661,5.52E+01,284.077,2.36E+01
57,339,5.66E+01,5.63E+01,187.241,4.56E+01,174.564,2.46E+01
60,339,6.08E+01,5.98E+01,74.971,5.39E+01,74.936,4.00E+01
63,339,5.82E+01,5.73E+01,299.464,5.13E+01,277.514,1.63E+01
66,339,5.72E+01,5.64E+01,205.933,4.90E+01,213.769,2.61E+01
69,339,5.88E+01,5.74E+01,75.485,5.32E+01,63.939,2.09E+01
72,339,5.49E+01,5.44E+01,325.804,4.52E+01,311.985,2.26E+01
75,339,5.74E+01,5.58E+01,213.576,5.23E+01,213.047,4.00E+01
78,339,5.49E+01,5.38E+01,93.85,4.82E+01,67.124,1.43E+01
81,339,5.51E+01,5.35E+01,347.552,5.00E+01,359.604,2.03E+01
84,339,5.43E+01,5.24E+01,230.529,4.98E+01,209.595,1.51E+01
87,339,5.26E+01,5.13E+01,118.795,4.68E+01,144.002,1.42E+01
90,339,5.25E+01,4.95E+01,7.274,4.94E+01,358.806,2.26E+01
93,339,4.99E+01,4.90E+01,248.511,4.26E+01,292.579,1.06E+01
96,339,4.95E+01,4.53E+01,133.592,4.74E+01,149.876,1.71E+01
99,339,4.75E+01,4.72E+01,14.5,3.58E+01,106.713,1.14E+01
102,339,4.56E+01,4.25E+01,241.588,4.27E+01,296.98,5.60E+00
105,339,4.74E+01,4.70E+01,145.014,3.67E+01,345.084,2.03E+01
108,339,4.28E+01,4.18E+01,2.903,3.57E+01,35.152,1.31E+01
111,339,4.78E+01,4.66E+01,288.783,4.19E+01,166.51,7.12E+00
114,339,4.29E+01,3.55E+01,124.754,4.21E+01,139.412,2.01E+01
117,339,4.54E+01,4.31E+01,69.683,4.15E+01,336.837,1.66E+00
120,339,4.57E+01,3.92E+01,174.761,4.46E+01,294.081,7.29E+00
123,339,4.33E+01,4.31E+01,157.006,2.97E+01,162.639,3.39E+01
126,339,4.40E+01,4.16E+01,332.329,4.04E+01,83.643,3.51E+00
129,339,4.85E+01,4.82E+01,294.793,3.64E+01,130.221,2.39E+01
132,339,4.10E+01,3.50E+01,250.25,3.98E+01,144.801,5.46E+00
135,339,4.35E+01,4.31E+01,78.35,3.29E+01,342.761,1.02E+01
138,339,4.56E+01,4.18E+01,94.626,4.33E+01,290.19,1.74E+01
141,339,4.68E+01,4.61E+01,125.241,3.87E+01,255.452,1.05E+01
144,339,4.31E+01,4.27E+01,109.879,3.21E+01,0.53,1.12E+01
147,339,3.87E+01,3.74E+01,280.04,3.29E+01,344.839,6.09E+00
150,339,4.46E+01,4.38E+01,258.098,3.69E+01,134.631,9.14E+00
153,339,4.65E+01,4.47E+01,274.356,4.18E+01,93.432,4.00E+01
156,339,4.89E+01,4.83E+01,283.798,3.95E+01,66.764,1.40E+01
159,339,4.59E+01,4.54E+01,270.146,3.69E+01,125.798,1.39E+01
162,339,4.21E+01,4.05E+01,245.316,3.68E+01,104.089,1.00E+01
165,339,4.56E+01,4.51E+01,291.081,3.58E+01,55.427,1.14E+01
168,339,4.72E+01,4.66E+01,339.117,3.85E+01,165.667,2.82E+01
171,339,5.18E+01,5.11E+01,61.192,4.36E+01,217.835,1.68E+01
174,339,5.33E+01,5.24E+01,102.18,4.59E+01,291.53,2.40E+01
177,339,4.96E+01,4.84E+01,189.048,4.35E+01,352.261,1.80E+01
180,339,5.30E+01,5.24E+01,236.999,4.41E+01,56.999,4.00E+01
0,342,1.09E+02,1.09E+02,93.258,9.88E+01,93.258,4.00E+01
3,342,1.04E+02,1.03E+02,81.856,9.35E+01,82.102,4.00E+01
6,342,9.40E+01,9.35E+01,328.042,8.37E+01,327.25,4.00E+01
9,342,9.08E+01,9.04E+01,262.745,8.05E+01,263.524,4.00E+01
12,342,8.80E+01,8.76E+01,133.609,7.78E+01,133.238,4.00E+01
15,342,7.97E+01,7.93E+01,31.014,6.91E+01,29.961,4.00E+01
18,342,8.11E+01,8.06E+01,292.215,7.09E+01,293.605,4.00E+01
21,342,7.81E+01,7.76E+01,150.288,6.80E+01,148.268,3.96E+01
24,342,7.11E+01,7.08E+01,55.552,6.00E+01,55.801,4.00E+01
27,342,7.45E+01,7.40E+01,301.545,6.45E+01,302.904,4.00E+01
30,342,7.11E+01,7.06E+01,155.293,6.12E+01,149.969,3.10E+01
33,342,6.57E+01,6.54E+01,70.598,5.44E+01,74.392,3.53E+01
36,342,6.96E+01,6.91E+01,301.931,6.00E+01,302.041,4.00E+01
39,342,6.52E+01,6.47E+01,157.165,5.55E+01,145.975,2.44E+01
42,342,6.28E+01,6.24E+01,78.337,5.21E+01,85.445,2.92E+01
45,342,6.57E+01,6.51E+01,296.962,5.67E+01,294.149,3.57E+01
48,342,6.01E+01,5.96E+01,163.946,4.99E+01,144.456,2.01E+01
51,342,6.17E+01,6.12E+01,78.025,5.22E+01,83.847,2.99E+01
54,342,6.22E+01,6.15E+01,293.533,5.39E+01,284.05,2.46E+01
57,342,5.67E+01,5.64E+01,187.235,4.43E+01,174.684,2.59E+01
60,342,6.07E+01,5.99E+01,74.728,5.26E+01,74.819,4.00E+01
63,342,5.82E+01,5.74E+01,299.269,5.00E+01,277.271,1.72E+01
66,342,5.72E+01,5.66E+01,205.736,4.78E+01,213.585,2.72E+01
69,342,5.86E+01,5.76E+01,75.341,5.19E+01,63.799,2.17E+01
72,342,5.49E+01,5.46E+01,325.558,4.39E+01,311.797,2.38E+01
75,342,5.72E+01,5.60E+01,213.436,5.10E+01,212.982,4.00E+01
78,342,5.48E+01,5.40E+01,93.676,4.69E+01,67.041,1.53E+01
81,342,5.49E+01,5.37E+01,347.329,4.87E+01,359.506,2.08E+01
84,342,5.40E+01,5.26E+01,230.342,4.85E+01,209.462,1.57E+01
87,342,5.24E+01,5.14E+01,118.51,4.55E+01,144.049,1.49E+01
90,342,5.20E+01,4.97E+01,7.02,4.81E+01,358.57,2.28E+01
93,342,4.98E+01,4.91E+01,248.186,4.13E+01,292.316,1.18E+01
96,342,4.88E+01,4.55E+01,133.352,4.61E+01,149.735,1.69E+01
99,342,4.76E+01,4.74E+01,14.257,3.45E+01,107.048,1.29E+01
102,342,4.51E+01,4.27E+01,241.487,4.14E+01,296.584,5.83E+00
105,342,4.74E+01,4.72E+01,144.696,3.54E+01,345.633,2.12E+01
108,342,4.27E+01,4.20E+01,2.477,3.45E+01,34.464,1.41E+01
111,342,4.77E+01,4.67E+01,288.449,4.06E+01,166.373,8.21E+00
114,342,4.20E+01,3.59E+01,124.631,4.08E+01,138.755,1.95E+01
117,342,4.50E+01,4.32E+01,69.109,4.02E+01,337.314,3.02E+00
120,342,4.47E+01,3.93E+01,175.511,4.33E+01,294.098,6.12E+00
123,342,4.34E+01,4.32E+01,157.342,2.86E+01,160.763,3.94E+01
126,342,4.37E+01,4.18E+01,331.723,3.92E+01,83.605,4.33E+00
129,342,4.86E+01,4.84E+01,295.212,3.52E+01,130.704,2.51E+01
